Sample ID,AmphibID,Timepoint,Date,Month,Season,Year,Season_Year,Month_Year,Temp,Temperatue Range,DO,DO range,pH,pH range,Substrate Addition,PD_whole_tree,chao1,observed_species,shannon,simpson,denovo35285,222554,299516,254938,4308371,4452634,denovo7650,3091248,denovo79939,518380,2685602,denovo48477,829133,4426763,denovo44378,269781,358042,235695,545997,786420,1145138,4425214,344394,554250,2139822,4418260,denovo20814,410048,149152,denovo21032,137981,707147,denovo11242,4479347,109263,denovo32796,817117,309489,denovo62958,4414951,denovo82447,denovo51930,4345285,denovo55484,91962,denovo39094,denovo30849,denovo9128,219439,denovo53994,252822,denovo28483,140829,denovo82673,4353625,3877343,719367,218154,359872,4456068,4406967,denovo29116,denovo59947,4378239,denovo40356,539296,denovo36375,107461,557138,denovo20674,537062,denovo40545,4316720,denovo80651,845178,269930,817507,denovo51483,4449458,denovo30758,denovo76,4430952,4303191,denovo50816,68617,denovo9991,4320368,denovo14820,denovo43247,1105883,denovo2982,159950,151176,394796,denovo8416,denovo15258,3701019,315609,2360704,130455,denovo80779,2534143,640071,322934,306704,640392,811462,4469492,1708706,61836,denovo38973,306546,147678,denovo62583,560243,denovo12172,denovo30172,806467,denovo16247,denovo14719,denovo45023,221589,denovo42557,4347599,2912622,160679,325027,denovo29889,814442,denovo50101,denovo16474,635524,denovo38171,4370747,512114,denovo31946,4364813,4386920,4449609,654212,denovo67954,4468125,412392,denovo53733,4369970,668514,denovo73199,3330580,4311486,denovo25227,1932541,denovo52193,denovo9916,1123414,647775,4388545,676117,denovo55920,219151,2881877,1141330,3979725,denovo23720,268968,4451011,1119668,4454257,denovo76781,4395995,denovo81419,4457829,denovo70073,denovo38936,denovo20358,denovo9091,denovo37527,4388385,denovo20555,denovo5183,denovo9801,1114798,denovo12055,denovo75330,4451302,denovo80856,140359,2119418,4419276,4428924,119663,denovo26765,4350881,125270,denovo24900,denovo37197,denovo239,denovo23964,2458172,1139932,211171,denovo40374,4422388,4466646,4481624,93726,133961,denovo21903,denovo25929,denovo22893,denovo8095,4456889,denovo43794,4473756,denovo58601,847670,4298361,denovo21680,denovo72529,4466618,643362,610486,4323897,182643,4429445,TOTAL NUMBER OF SEQS PER SAMPLE
LTEE.9..2,9,2,10.21.11,Oct,Fall,2011,Fall2011,Oct2011,11,<12C,10.08,>10,5.93,5-6,Pre substrate addition,13.50373,137.0833333,110,1.13900651,0.242705272,30,14,1,0,58,0,1,0,24,3,0,4,0,1,1,4,0,45,0,242,71,0,1,0,0,0,0,0,0,0,0,0,0,32,0,0,3,0,0,143,0,1,0,0,0,0,2,2,0,7,1,0,0,1,0,0,12,3,0,1,0,0,0,1088,0,1,13,0,6,4,105,16,2,0,37,0,0,0,0,2,4,2,0,1,2,28,26,0,0,0,0,1,0,4,0,1,9,3,0,9,6,1,4,4,0,0,0,0,64,0,10,0,0,0,0,0,13,0,11,2,0,0,0,0,0,0,0,11,1,22,4,0,32,0,0,0,0,0,0,343,3,249,13,0,6,0,0,1,21,43,1,4,53,23,34,3,0,0,0,50,0,24,0,0,5,3,1,3,0,1,22,0,20,0,0,1,1,1,8,0,7,1,1,12,47,25205,0,272,0,0,0,3,0,0,2,0,1,0,2,0,0,0,19,0,43,0,0,3,0,1,0,0,162,4,0,0,0,17,0,0,2,0,0,2,29000
LTEE.9..3,9,3,12.2.11,Dec,Winter,2011,Winter2011,Dec2011,4.9,<12C,11.2,>10,5.8,5-6,Pre substrate addition,16.78399,160,139,3.306876011,0.815927646,17,21,10,0,1140,0,18,0,21,0,0,25,1,0,5,64,6,176,1,3,24,5,2,0,0,0,0,1,0,0,0,1,3,0,5,1,2,10,0,101,0,0,1,11,1,2,17,2,1,9,14,0,3,1,6,0,0,0,0,42,51,0,2,6219,0,0,33,0,66,12,1207,51,86,4,764,0,0,0,4,14,39,2,0,3,34,44,9,0,14,8,0,0,0,20,3,0,1,0,0,16,27,11,24,1,0,0,0,0,28,0,31,6,0,0,0,0,9,0,25,0,0,0,0,7,0,32,2,38,0,1,8,8,46,0,0,0,0,7,0,1699,1,616,4,0,3,0,0,16,0,69,1,3,80,269,15,3,98,12,0,30,1,105,0,3,2,48,31,24,4,20,3,8,47,0,0,0,28,2,19,0,5,38,17,5,44,9573,0,4082,8,0,0,20,0,0,4,0,1,0,29,1,0,1,0,1,17,13,3,1,0,0,4,0,1006,10,1,2,5,0,54,0,0,0,0,1,29000
LTEE.9..4,9,4,4.4.12,Apr,Spring,2012,Spring2012,Apr2012,17.8,12-19C,9.03,8 to 10,7.61,>7,Pre substrate addition,12.46082,141.5454545,102,1.053336783,0.252985472,0,35,4,1,1,0,0,5,0,5,0,0,5,0,0,0,1,9,1,0,91,0,5,0,1,0,0,1,7,0,0,6,0,2,0,0,11,25,0,293,0,0,7,0,0,0,0,10,1,28,0,0,1,3,17,0,2,4,0,1,160,0,0,7,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,3,0,0,4,1,0,46,0,0,43,3,0,0,1,1,0,0,1,1,0,21,0,0,10,11,1,0,1,59,0,0,10,0,0,2,0,0,55,136,0,0,0,0,11,0,0,5,2,0,5,0,3,71,0,0,0,0,3,0,2037,9,2,60,0,40,0,0,0,0,1,5,0,138,0,40,11,0,5,0,226,0,1,0,0,1,0,0,21,0,0,0,3,0,0,0,4,0,0,1,0,5,0,0,16,0,24977,2,1,7,2,1,0,0,2,10,0,1,0,1,0,0,0,1,0,45,0,1,17,0,0,1,0,0,18,0,0,0,0,0,1,0,16,0,4,29000
LTEE.9..5,9,5,5.16.12,May,Spring,2012,Spring2012,May2012,18.2,12-19C,9.1,8 to 10,5.14,5-6,Pre substrate addition,16.48946,145.3529412,140,3.473052155,0.855195489,5,2,2,1,124,0,0,4,0,1,0,11,17,0,1,0,6,41,3,5,9,15,0,0,0,0,0,0,25,0,0,5,1,2,11,6,3,47,3,45,0,6,2,14,6,1,15,13,1,2,0,0,7,0,48,0,1,0,0,2,323,1,6,5989,0,0,49,0,99,2,2217,10,192,7,1573,0,0,6,4,14,20,2,0,4,4,17,11,0,30,29,0,0,0,0,5,2,0,4,0,49,7,16,49,2,3,2,0,0,14,0,10,8,0,0,0,0,5,4,292,0,0,0,1,35,1,0,15,8,2,8,1,13,20,0,0,0,3,6,3,2742,4,2356,16,0,27,0,0,17,2,12,1,0,24,499,3,3,0,8,2,469,0,15,0,0,4,0,209,36,0,14,0,3,45,0,0,6,1,1,3,0,0,16,21,3,5,2840,2,7520,12,31,3,3,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,7,0,2,0,0,192,14,0,0,7,0,68,0,6,4,0,0,29000
LTEE.9..7,9,7,8.9.12,Aug,Summer,2012,Summer2012,Aug2012,24.7,>19C,7.5,<8,6.12,6-7,Post substrate addition 1,18.32348,173.1428571,165,3.13128275,0.748301979,2,4,0,34,68,0,5,1,3,3,14,4,6,0,4,73,0,7377,3,340,41,7,2,0,4,0,0,204,0,6,23,3,3,1,3,4,13,33,9,105,0,3,2,1,7,16,0,17,3,2,209,0,2,5,19,0,0,0,0,65,163,0,5,458,0,0,2,1,0,8,2,21,0,1,10,57,37,9,98,0,62,558,39,0,2,5,88,3,3,23,0,1,2,1506,0,7,38,1,34,0,5,1,0,10,0,2,0,145,33,16,25,0,0,0,0,0,0,1,296,0,0,18,0,18,0,0,3,75,24,15,58,5,18,13,0,7,12,4,37,330,2,27,41,0,0,13,0,21,0,89,2,2,28,3,16,1,0,2,45,495,3,2,0,68,1847,42,19,3,5,1,116,2,1,16,0,1,3,5,22,0,2,5,1,7,104,12256,64,4,2,0,1,69,0,6,1,8,0,18,144,16,0,27,0,0,24,2,4,22,0,1,11,0,7,4,0,30,1,6,2,0,4,35,0,1,29000
LTEE.9..8,9,8,9.19.12,Sep,Fall,2012,Fall2012,Sep2012,16.9,12-19C,8.05,8 to 10,6.48,6-7,Post substrate addition 1,18.11653,177.6666667,166,2.899540097,0.701129401,1,9,0,20,56,0,1,9,1,2,5,7,3,0,2,34,0,6217,3,125,59,2,0,0,0,159,0,218,1,1,23,7,0,6,4,1,6,59,1,130,0,2,7,1,4,9,1,9,3,8,148,0,8,4,45,0,1,1,0,63,311,0,2,240,0,0,0,0,0,4,2,24,0,3,5,74,14,5,94,0,50,338,23,2,1,2,69,4,0,42,0,3,81,1619,3,4,3,7,17,0,9,0,0,8,0,0,0,92,36,15,10,2,0,0,0,0,0,3,203,0,0,25,4,30,0,24,4,68,14,9,33,2,24,11,0,4,5,7,1,726,5,15,61,0,2,6,0,7,2,63,2,3,29,0,33,1,19,0,18,340,4,1,0,34,1461,25,20,9,6,1,44,2,0,19,0,3,3,4,16,0,3,1,2,10,80,14379,28,3,4,0,0,45,0,0,1,6,2,8,100,11,0,10,1,0,32,1,5,18,0,2,11,0,3,10,0,19,3,3,0,0,1,31,0,8,29000
LTEE13.11,13,11,5.29.13,May,Spring,2013,Spring2013,May2013,18.7,12-19C,8.53,8 to 10,6.31,6-7,Post substrate addition 1,15.77502,152.9090909,142,3.611853898,0.80504658,0,4,0,91,147,0,0,0,0,4,18,0,16,0,11,137,0,11547,4,105,2,8,18,0,0,1,0,329,9,11,26,0,7,19,2,4,1,0,10,8,0,30,18,7,19,38,0,15,5,2,321,0,0,1,0,0,1,1,0,248,0,0,11,988,0,0,4,3,0,0,1,1,0,3,10,128,67,25,248,0,8,1312,72,7,2,1,2,13,3,0,0,0,0,2662,8,22,49,35,11,0,1,0,0,0,13,0,0,413,3,30,1,2,0,0,0,0,0,117,539,0,0,32,5,0,17,0,0,5,46,0,16,0,2,28,0,21,11,1,1,1093,0,37,4,0,26,13,0,48,0,4,1,9,5,0,0,16,0,13,11,865,0,10,0,149,4169,56,97,29,0,3,130,0,0,3,0,2,3,0,2,0,0,10,3,0,7,417,152,4,4,3,4,123,0,342,2,4,0,36,344,40,0,41,0,0,1,4,1,1,0,5,15,0,3,16,0,59,10,0,0,0,8,298,0,0,29000
LTEE13.9,13,9,12.5.12,Dec,Winter,2012,Winter2012,Dec2012,7.6,<12C,11.91,>10,6.51,6-7,Post substrate addition 1,17.94521,169.0555556,164,3.661768088,0.841411144,4,31,0,52,144,0,0,0,2,4,16,3,0,1,12,49,0,8842,1,1,18,2,5,0,3,0,0,382,0,7,20,2,18,9,2,4,6,20,5,156,0,3,2,4,8,22,0,9,3,11,148,0,1,11,13,0,1,10,0,163,88,2,3,544,0,0,1,0,0,11,0,12,0,24,3,104,19,8,84,0,55,603,26,33,0,2,66,13,2,2,0,0,2,1961,41,4,0,6,22,0,20,1,0,3,0,3,0,225,12,22,32,6,0,1,76,0,0,1,174,0,0,10,0,9,0,0,3,26,37,0,31,2,82,31,0,6,14,0,2,4706,0,10,18,0,429,18,0,16,3,64,22,10,82,0,23,129,0,27,4,231,2,4,0,70,2717,24,60,73,16,4,7,5,0,7,0,10,4,9,14,0,1,1,3,16,52,4520,86,4,27,0,30,111,0,9,17,13,1,9,131,27,0,59,1,0,16,2,2,12,0,11,11,0,11,76,0,40,22,0,0,2,1,56,0,2,29000
LTEE16.11,16,11,5.29.13,May,Spring,2013,Spring2013,May2013,18.7,12-19C,8.53,8 to 10,6.31,6-7,Post substrate addition 1,16.11786,153.4,149,3.191582084,0.748046076,0,3,0,51,101,0,1,0,0,2,10,3,3,1,12,58,0,13373,5,7,1,71,2,0,0,9,0,760,0,8,56,0,15,48,1,10,2,0,33,14,0,3,13,7,15,44,2,12,1,0,293,0,0,1,0,0,1,2,0,253,0,3,15,712,0,0,4,0,0,2,0,4,0,3,5,105,36,36,166,2,20,1004,31,8,0,3,24,21,8,0,0,4,0,3154,4,11,1,7,22,0,1,2,0,2,0,0,0,308,3,25,2,3,0,0,0,0,0,9,301,0,0,29,0,0,1,20,0,17,29,0,21,1,3,22,0,11,31,0,0,619,0,45,8,0,20,15,0,29,0,15,1,6,16,0,3,5,15,5,16,477,8,9,0,92,4420,44,69,10,8,2,6,0,0,4,0,6,4,5,3,0,0,9,3,2,28,556,94,4,2,0,3,178,0,0,4,23,0,21,266,50,0,35,2,0,3,6,0,6,0,11,18,0,24,12,0,67,5,0,0,0,3,17,0,0,29000
LTEE16.9,16,9,12.5.12,Dec,Winter,2012,Winter2012,Dec2012,7.6,<12C,11.91,>10,6.51,6-7,Post substrate addition 1,16.38782,174,145,2.010558252,0.483937004,2,41,0,9,39,0,1,0,3,4,1,5,0,2,3,23,0,2641,0,2,64,0,2,0,0,0,0,52,0,1,6,1,1,0,0,2,4,7,1,281,0,0,3,0,1,3,0,5,1,33,49,0,1,4,9,0,0,1,0,32,40,1,1,146,0,0,0,0,0,4,1,20,0,5,2,18,7,3,27,0,37,161,8,14,0,1,25,1,1,10,0,0,8,419,13,1,9,1,14,0,45,0,0,1,0,0,0,32,31,1,24,2,0,0,24,0,0,0,45,5,0,3,0,1,0,0,2,40,4,2,33,0,151,5,0,0,2,0,0,2074,3,5,15,0,75,6,0,3,0,68,4,0,225,0,69,9,0,4,0,69,1,2,0,14,467,6,12,33,4,0,16,1,0,4,0,1,3,7,13,0,3,0,1,44,144,20544,12,1,13,0,7,31,0,0,6,7,7,3,22,4,0,8,0,0,55,0,1,10,0,0,2,1,2,42,0,8,3,0,0,0,1,7,0,7,29000
LTEE17.3,17,3,12.2.11,Dec,Winter,2011,Winter2011,Dec2011,4.9,<12C,11.2,>10,5.8,5-6,Pre substrate addition,17.02739,166,137,3.178208009,0.816822713,15,0,131,1,1051,0,3,0,4,0,0,7,1,2,2,62,7,167,1,1,9,1,7,0,0,0,0,8,0,2,0,0,2,2,1,3,0,8,1,16,0,2,5,16,1,1,15,3,1,0,13,0,3,0,9,0,0,0,0,54,61,0,6,8166,0,0,24,0,243,4,1491,23,125,0,1266,1,0,0,1,8,45,0,1,3,54,20,8,1,16,6,0,1,0,32,1,0,2,1,0,30,0,11,27,1,4,1,0,0,4,0,8,0,0,0,8,0,3,1,21,0,0,0,0,4,0,6,1,19,0,2,3,9,2,0,0,0,0,17,1,90,2,873,0,0,12,3,0,20,1,30,0,0,4,426,11,5,28,0,0,48,0,147,0,3,3,17,46,0,3,6,4,0,60,0,0,0,27,0,6,0,0,21,15,4,21,5005,2,7427,2,0,0,22,0,0,0,0,1,0,31,6,0,0,2,0,14,10,1,1,0,0,0,0,1046,1,0,0,1,0,53,4,1,3,0,0,29000
LTEE17.4,17,4,4.4.12,Apr,Spring,2012,Spring2012,Apr2012,17.8,12-19C,9.03,8 to 10,7.61,>7,Pre substrate addition,12.05803,114.875,108,3.157576314,0.765557995,0,6,0,0,12,0,0,130,0,1,0,0,67,4,0,0,0,29,1,11,42,85,101,0,150,13,0,4,221,0,0,53,0,62,0,0,3,474,0,92,0,548,81,0,0,0,0,5,29,3,0,0,61,0,533,0,2,0,0,5,3210,0,0,12,0,0,0,0,0,0,2,0,1,1,3,4,0,0,2,0,0,3,0,40,40,0,15,0,0,125,0,126,0,0,41,0,6,178,0,0,9,0,0,3,36,66,0,2,17,2,0,14,0,0,0,0,0,183,1211,0,0,0,43,328,0,0,40,0,0,8,1,61,9,0,0,0,0,77,0,4806,7,2,15,0,145,12,0,2,4,0,12,0,18,1,64,281,0,3,0,1861,0,0,0,4,7,1,1,13,0,0,12,10,0,0,0,3,0,0,0,0,0,0,0,16,0,12551,24,4,20,93,6,0,0,0,6,0,49,0,0,8,0,0,8,0,37,0,1,10,0,5,0,0,1,93,0,0,0,0,1,0,13,23,0,0,29000
LTEE17.5,17,5,5.16.12,May,Spring,2012,Spring2012,May2012,18.2,12-19C,9.1,8 to 10,5.14,5-6,Pre substrate addition,16.24279,161,144,3.664777212,0.87071312,19,21,0,1,67,0,0,0,9,10,0,9,9,0,0,1,5,51,5,4,36,1,0,0,0,0,0,0,13,1,0,4,0,25,7,19,18,22,11,128,0,17,2,15,3,2,10,31,2,12,1,0,4,1,20,0,0,0,0,2,134,1,3,4851,0,0,33,0,171,10,1309,44,98,7,1545,0,0,26,0,12,26,2,0,37,0,25,102,1,28,21,0,0,0,8,16,23,0,5,0,37,18,6,31,12,0,0,0,1,17,3,15,9,0,0,0,0,13,3,948,0,0,0,1,11,0,0,5,20,1,1,0,10,56,0,0,1,1,3,2,3386,1,1342,106,0,37,0,0,8,3,33,1,0,77,152,25,8,0,19,0,1495,0,18,0,0,8,0,59,49,0,8,2,0,55,0,0,35,3,3,2,0,1,9,15,11,16,6601,0,4574,10,7,4,8,0,0,16,0,3,0,3,0,0,0,0,0,16,12,3,45,0,14,1,0,157,71,0,0,13,0,27,13,6,18,0,10,29000
LTEE17.6,17,6,6.27.12,Jun,Summer,2012,Summer2012,Jun2012,23.9,>19C,na,na,4,<5,Pre substrate addition,13.84779,134.5454545,122,1.51093358,0.361138766,30,5,0,0,2,0,0,1,19,9,0,0,0,1,1,0,0,139,0,12,81,0,2,0,0,0,0,2,0,0,0,1,0,1,79,0,11,10,0,86,0,4,0,0,0,0,0,9,26,4,0,0,5,2,7,0,0,0,0,5,63,0,0,2543,0,0,7,0,0,2,2,4,1,0,51,5,3,0,2,2,1,4,1,1,1,56,41,0,0,12,0,1,0,26,3,1,2,1,3,6,6,4,0,6,1,0,0,8,59,2,3,0,0,0,0,0,1,0,106,0,0,1,1,6,0,0,2,9,0,578,8,1,20,2,0,1,0,2,0,283,7,160,29,0,2,3,0,0,2,53,0,2,28,0,79,2,0,0,0,148,1,62,0,0,16,8,0,10,0,0,4,2,6,0,0,0,0,0,13,0,3,0,0,20,54,23021,3,21,0,0,0,19,0,0,2,1,3,1,12,37,0,0,0,0,63,1,2,25,0,0,0,0,540,7,0,2,0,0,1,0,0,9,0,7,29000
LTEE17.7,17,7,8.9.12,Aug,Summer,2012,Summer2012,Aug2012,24.7,>19C,7.5,<8,6.12,6-7,Post substrate addition 1,16.63336,169,152,3.368712473,0.79068649,0,11,0,47,79,0,1,4,1,1,10,4,0,0,12,77,0,11640,2,3,13,5,0,0,0,1,0,399,0,14,70,7,16,0,0,4,2,26,6,78,0,4,11,4,14,36,0,3,3,5,379,0,9,2,37,0,0,0,0,148,219,0,6,595,0,0,2,0,1,7,0,11,0,2,7,82,40,11,132,1,72,1066,51,7,1,3,44,12,4,22,0,2,1,2678,4,4,0,1,36,0,6,5,0,0,0,4,0,252,11,27,27,3,0,0,0,0,1,0,96,0,0,16,12,34,0,0,3,43,40,21,38,8,24,26,0,24,25,6,0,883,1,28,17,0,3,19,0,28,1,85,0,5,28,0,18,2,0,9,7,123,0,4,0,119,2990,43,53,17,12,6,0,1,0,17,0,4,1,19,19,0,1,3,1,10,59,4638,101,4,5,0,0,131,0,0,1,3,0,9,208,27,0,28,0,0,11,2,4,6,0,0,15,0,15,28,0,41,11,0,0,0,0,11,0,1,29000
LTEE17.8,17,8,9.19.12,Sep,Fall,2012,Fall2012,Sep2012,16.9,12-19C,8.05,8 to 10,6.48,6-7,Post substrate addition 1,17.94984,163.125,159,3.30221602,0.788043413,2,6,0,44,177,0,1,3,3,3,7,7,5,0,11,85,0,10211,3,37,22,2,0,0,0,0,0,354,13,12,23,1,10,5,0,2,6,20,5,86,0,4,6,1,4,24,0,20,2,6,167,0,4,13,13,0,0,0,0,138,98,2,8,548,0,0,2,0,0,5,0,23,0,3,13,109,24,12,88,1,85,592,32,13,0,2,99,8,3,12,0,3,36,1873,6,11,0,1,24,0,8,0,0,3,0,2,0,179,10,15,34,1,0,0,0,0,0,1,221,0,0,9,3,13,3,0,2,68,24,8,33,0,31,20,0,9,17,3,1,840,4,17,38,0,4,15,0,25,0,112,0,5,36,0,23,2,0,5,6,381,0,1,0,46,2536,29,47,8,19,1,8,1,1,17,0,6,3,5,14,0,0,5,3,13,113,7879,69,3,0,4,3,156,0,0,6,17,0,10,131,19,0,23,0,0,23,2,5,16,0,2,8,0,10,14,0,43,9,2,0,0,2,131,0,2,29000
LTEE2.16.12,16,12,8.14.13,Aug,Summer,2013,Summer2013,Aug2013,20.6,>19C,8.45,8 to 10,6.54,6-7,Post substrate addition 2,12.34184,133.2142857,110,1.565874266,0.404039819,5,1,0,0,1,0,0,0,2,5,1,3,0,0,2,6,0,2877,0,1551,80,0,0,0,0,0,0,20,0,0,3,0,2,0,0,0,1,0,0,71,0,0,0,0,1,0,0,5,0,5,7,0,0,3,0,0,0,0,0,6,0,2,0,130,0,0,0,1,0,2,0,9,0,0,0,4,1,0,3,0,38,38,4,3,0,4,19,1,0,0,0,0,0,146,4,0,3,1,4,0,32,0,0,1,0,0,0,5,36,3,13,0,0,0,0,0,0,0,58,0,0,2,0,0,0,0,4,5,0,8,37,0,30,1,0,0,1,0,0,306,1,2,19,0,1,3,0,0,1,45,0,2,69,0,308,0,0,1,0,29,0,0,0,5,179,2,5,12,1,1,11,5,0,7,0,2,0,5,6,0,8,0,0,31,151,22140,2,1,3,0,1,51,0,0,9,2,1,0,8,1,0,1,0,1,37,0,1,14,0,0,0,0,3,7,0,43,0,138,0,0,1,4,0,2,29000
LTEE2.17.11,17,11,5.29.13,May,Spring,2013,Spring2013,May2013,18.7,12-19C,8.53,8 to 10,6.31,6-7,Post substrate addition 1,16.59024,161.3333333,150,2.990543488,0.685590252,2,7,0,10,12,0,0,3,0,6,8,2,0,3,8,18,0,15638,51,2,3,8,63,0,0,2,0,200,2,6,20,0,10,610,0,3,1,0,13,38,0,4,8,3,5,12,0,10,2,2,87,0,0,1,0,0,54,7,0,75,0,1,5,730,0,0,4,0,0,1,0,2,0,21,1,33,13,22,38,2,32,382,11,36,0,2,41,16,1,0,1,5,0,1055,17,21,0,16,6,0,26,0,0,0,94,0,0,74,0,4,3,10,0,0,3,0,0,14,819,0,0,4,0,0,18,9,1,4,5,0,24,0,25,28,0,3,5,0,1,3698,1,22,30,0,28,13,0,13,40,17,3,8,69,1,15,10,1,18,17,667,35,1,0,37,1214,11,24,73,2,0,1,44,0,7,0,38,1,5,7,0,1,0,0,16,48,1086,20,0,16,0,17,236,0,0,21,11,0,4,96,6,0,35,0,0,3,0,1,25,0,16,5,0,27,158,0,225,19,0,0,0,12,14,0,3,29000
LTEE2.17.12,17,12,8.14.13,Aug,Summer,2013,Summer2013,Aug2013,20.6,>19C,8.45,8 to 10,6.54,6-7,Post substrate addition 2,13.71629,140.1176471,121,1.972627507,0.53680791,10,0,0,2,4,0,0,0,2,12,1,2,1,0,6,15,0,6209,1,158,77,1,0,0,0,0,0,75,0,4,10,0,1,0,0,0,4,0,1,43,0,0,6,0,3,4,0,12,0,6,28,0,0,2,0,0,0,0,0,25,0,0,4,411,0,0,0,0,0,1,1,20,0,0,1,8,7,1,20,0,55,139,7,2,2,3,34,3,1,0,0,0,0,389,0,6,1,1,6,0,0,0,0,2,0,0,0,14,17,2,7,0,0,0,0,0,0,0,235,0,0,2,0,0,2,0,0,19,6,8,81,0,6,1,0,1,3,0,0,86,0,6,52,0,1,13,0,4,0,97,0,4,26,1,253,0,0,0,4,169,0,2,0,18,557,5,15,6,2,0,1,4,0,14,0,0,1,13,20,0,4,0,0,22,261,18709,13,2,0,0,1,104,0,0,2,1,0,3,26,1,0,1,0,0,35,1,1,59,0,0,2,0,9,2,0,87,0,22,0,0,0,1,0,3,29000
LTEE2.17.13,17,13,9.18.13,Sep,Fall,2013,Fall2013,Sep2013,17.2,12-19C,8.48,8 to 10,7.3,>7,Post substrate addition 2,13.00274,131.7142857,115,1.464654466,0.391820816,5,2,0,1,1,0,0,0,4,10,2,2,1,0,1,3,0,4097,1,23,72,3,4,0,2,0,0,43,0,1,4,0,2,0,0,0,1,0,0,50,0,0,2,0,1,2,0,6,0,2,9,0,0,4,0,0,1,0,0,11,0,0,0,215,0,0,0,0,0,1,0,11,0,0,2,6,1,0,3,1,66,46,3,0,1,1,25,0,0,0,0,1,0,226,1,0,0,0,12,0,8,0,0,3,1,0,0,10,32,3,9,0,0,0,0,0,0,0,74,0,0,2,0,0,0,0,0,13,3,0,54,0,11,0,0,0,1,0,0,145,1,3,44,0,2,1,0,2,1,73,0,3,30,0,291,1,0,0,10,75,0,0,0,4,251,2,2,6,1,0,2,2,0,12,0,0,0,5,9,0,3,0,0,23,250,22233,4,0,0,0,0,98,0,0,2,2,3,2,18,1,0,0,0,0,44,0,1,40,0,0,2,0,6,4,0,45,1,3,0,0,1,11,0,6,29000
LTEE2.17.9,17,9,12.5.12,Dec,Winter,2012,Winter2012,Dec2012,7.6,<12C,11.91,>10,6.51,6-7,Post substrate addition 1,15.90546,146.8,140,1.974251668,0.489726927,7,7,0,2,7,0,0,0,3,6,0,7,0,2,1,2,0,3987,3,4,77,2,5,0,1,0,0,83,0,0,11,8,3,0,1,0,5,7,1,122,0,0,1,0,0,2,0,3,0,15,18,0,2,4,9,0,5,10,0,12,21,0,0,205,0,0,0,0,0,0,0,19,0,1,5,12,0,4,11,1,51,69,4,10,0,3,43,0,0,27,1,0,4,404,8,1,2,6,6,1,31,0,0,0,4,4,0,6,25,5,9,2,0,0,35,0,0,0,101,0,0,5,0,9,0,0,2,19,2,2,90,3,55,10,0,0,2,1,4,1108,0,10,39,0,72,1,0,2,3,33,11,3,207,0,269,23,0,3,1,60,0,0,0,10,378,4,9,47,3,0,2,11,0,11,0,1,0,12,11,0,7,0,0,44,247,20283,2,0,2,0,19,54,0,0,22,3,5,2,19,3,0,3,0,0,26,0,5,22,0,0,2,0,6,33,0,48,1,0,0,1,2,4,0,1,29000
LTEE2.5.13,5,13,9.18.13,Sep,Fall,2013,Fall2013,Sep2013,17.2,12-19C,8.48,8 to 10,7.3,>7,Post substrate addition 2,14.79517,143.3333333,130,2.692124392,0.701794913,5,5,0,8,8,0,0,0,4,17,4,5,0,0,2,3,0,8789,0,125,41,33,0,0,0,0,0,163,0,3,18,0,3,0,0,2,10,0,8,81,0,0,3,3,1,8,0,11,0,3,16,0,0,3,0,0,0,0,0,37,0,1,3,519,0,0,4,0,0,1,1,14,0,4,0,133,2,3,19,1,146,163,5,17,1,2,65,7,0,0,0,3,0,805,3,1,1,0,18,0,27,0,0,8,0,0,0,38,18,1,9,2,0,0,0,0,0,1,338,0,0,2,1,0,0,0,1,9,7,0,24,0,70,4,0,1,15,0,0,1446,0,13,72,0,1,2,0,7,0,67,0,2,140,0,164,0,0,7,1,273,0,0,0,20,882,4,8,26,10,0,3,20,3,17,0,7,0,9,18,0,1,0,0,34,184,13011,8,0,6,0,4,170,0,0,18,4,0,3,49,3,0,5,0,0,32,3,3,71,0,3,5,0,27,43,0,118,6,3,0,0,0,21,0,3,29000
LTEE2.6.13,6,13,9.18.13,Sep,Fall,2013,Fall2013,Sep2013,17.2,12-19C,8.48,8 to 10,7.3,>7,Post substrate addition 2,15.2757,130.3,115,2.461173494,0.604991251,0,0,0,11,70,0,0,0,0,0,10,0,0,0,40,59,0,17693,10,27,1,4,11,42,1,0,0,551,0,21,41,0,20,28,2,0,0,0,13,1,0,0,2,12,38,39,1,0,10,0,76,0,0,2,0,0,5,1,0,166,0,0,35,959,0,0,5,4,0,0,0,1,0,3,3,195,27,15,76,3,5,797,9,0,1,0,0,74,2,0,0,0,0,2743,0,0,0,2,14,0,0,0,0,0,2,0,0,185,0,19,0,0,0,0,0,0,0,5,0,0,0,6,0,0,35,0,0,2,27,0,42,0,1,21,0,21,30,0,0,6,0,49,1,0,36,24,0,31,0,1,1,25,0,0,1,11,0,0,6,3,2,6,0,109,3062,16,40,0,0,4,1,0,2,7,1,0,10,17,0,0,0,4,1,1,14,63,55,5,0,0,0,312,0,55,0,7,3,7,205,19,0,27,0,0,0,3,0,0,0,0,10,0,25,0,0,289,1,0,0,1,8,36,0,0,29000
